Station_ID,Date_Time,air_temp_F,relative_humidity_percent,wind_speed_mph,wind_direction_degrees,wind_gust_mph,precip_accum_one_hour_inches,solar_radiation_W_m2,soil_temp_F,precip_accum_inches,volt_set_1,soil_moisture_percent,air_temp_high_24_hour_F,air_temp_low_24_hour_F,dew_point_temp_F,wind_chill_F,wind_cardinal_direction,heat_index_F
CXXC1,10/04/2019 09:00 PDT,51.8,48,2.91,52,,0,48.08,57,,,2.2,,,32.56,,NE,
CXXC1,10/04/2019 10:00 PDT,55.4,38,3.31,68,,0,277.4,60.01,,,2,,,30.03,,ENE,
CXXC1,10/04/2019 11:00 PDT,58.1,36,3.4,90,,0,483.3,66,,,2.4,,,31.11,,E,
CXXC1,10/04/2019 12:00 PDT,60.1,35,3.8,81,,0,657.2,73,,,2.2,,,32.2,,E,
CXXC1,10/04/2019 13:00 PDT,62.4,33,5.1,76,,0,782.3,80.01,,,2.9,,,32.77,,ENE,
CXXC1,10/04/2019 14:00 PDT,63.5,29,7.2,60,,0,845,86,,,3.1,,,30.54,,ENE,
CXXC1,10/04/2019 15:00 PDT,65.3,28,8.81,48,,0,841,89.01,,,3.6,,,31.23,,NE,
CXXC1,10/04/2019 16:00 PDT,66,27,7.81,51,,0,769.4,90,,,3.2,,,30.94,,NE,
CXXC1,10/04/2019 17:00 PDT,66.2,27,6.29,42,,0,631,90,,,3.2,,,31.12,,NE,
CXXC1,10/04/2019 18:00 PDT,66,28,7.29,48,,0,443.7,89.01,,,3.4,,,31.84,,NE,
CXXC1,10/04/2019 19:00 PDT,65.1,32,8.81,60,,0,228.4,84,,,2.9,,,34.38,,ENE,
CXXC1,10/04/2019 20:00 PDT,62.8,35,5.99,89,,0,35.19,79,,,3.1,,,34.6,,E,
CXXC1,10/04/2019 21:00 PDT,59.9,41,3.4,72,,0,0.04,75,,,2.4,,,35.99,,ENE,
CXXC1,10/04/2019 22:00 PDT,56.3,44,3.6,57,,0,0.05,71.01,,,2.5,,,34.5,,ENE,
CXXC1,10/04/2019 23:00 PDT,54.7,46,4.61,50,,0,0.02,69.01,,,2.5,,,34.16,,NE,
CXXC1,10/05/2019 00:00 PDT,54,44,5.5,48,,0,0.04,66,,,2.3,,,32.41,,NE,
CXXC1,10/05/2019 01:00 PDT,54,40,5.99,46,,0,0.02,64,0,,2.9,,,30.04,,NE,
CXXC1,10/05/2019 02:00 PDT,54.9,40,5.61,49,,0,0.03,63,,,1.9,,,30.85,,NE,
CXXC1,10/05/2019 03:00 PDT,55,46,7.81,37,,0,0.02,62.01,,,2.6,,,34.44,,NE,
CXXC1,10/05/2019 04:00 PDT,55.8,49,7.4,43,,0,0.02,61,,,2.5,,,36.77,,NE,
CXXC1,10/05/2019 05:00 PDT,54.3,50,2.01,53,,0,0.04,60.01,,,2.5,,,35.9,,NE,
CXXC1,10/05/2019 06:00 PDT,53.2,53,5.39,52,,0,0.03,59,,,2.5,,,36.36,,NE,
CXXC1,10/05/2019 07:00 PDT,52.3,52,5.7,54,,0,0.02,57.99,,,1.9,,,35.04,,NE,
CXXC1,10/05/2019 08:00 PDT,52.7,50,5.3,53,,0,1.02,57,,,2.2,,,34.42,,NE,
CXXC1,10/05/2019 09:00 PDT,53.1,44,4.41,43,,0,45.17,57,,,1,,,31.59,,NE,
CXXC1,10/05/2019 10:00 PDT,57,35,3.6,60,,0,272.8,60.01,,,1.4,,,29.44,,ENE,
CXXC1,10/05/2019 11:00 PDT,60.8,33,3.2,43,,0,477.2,66,,,2.4,,,31.36,,NE,
CXXC1,10/05/2019 12:00 PDT,62.6,30,3.89,71,,0,650.6,73,,,2.7,,,30.58,,ENE,
CXXC1,10/05/2019 13:00 PDT,64.9,28,6.4,55,,0,773.2,80.01,,,2.9,,,30.89,,NE,
CXXC1,10/05/2019 14:00 PDT,66.7,27,8.19,62,,0,835,86,,,3.1,,,31.55,,ENE,
CXXC1,10/05/2019 15:00 PDT,68.2,26,7.9,54,,0,828,89.01,,,3.6,,,31.91,,NE,
CXXC1,10/05/2019 16:00 PDT,69.8,23,8.3,63,,0,753.4,91,,,3.3,,,30.26,,ENE,
CXXC1,10/05/2019 17:00 PDT,71.1,24,8.41,66,,0,615.5,91,,,3.3,,,32.41,,ENE,
CXXC1,10/05/2019 18:00 PDT,70.5,27,9.4,66,,0,356.1,88,,,3.4,,,34.83,,ENE,
CXXC1,10/05/2019 19:00 PDT,68.4,29,8.9,68,,0,160.5,84,,,2.9,,,34.8,,ENE,
CXXC1,10/05/2019 20:00 PDT,66.4,34,7.9,59,,0,34.16,80.01,,,2.8,,,37.06,,ENE,
CXXC1,10/05/2019 21:00 PDT,64,38,8.41,67,,0,0.05,75.99,,,2.4,,,37.75,,ENE,
CXXC1,10/05/2019 22:00 PDT,63.3,34,2.8,25,,0,0.02,73,,,2.7,,,34.31,,NNE,
CXXC1,10/05/2019 23:00 PDT,61,36,3.49,47,,0,0.03,70,,,2,,,33.7,,NE,
CXXC1,10/06/2019 00:00 PDT,61.7,36,2.71,64,,0,0.03,68,,,2,,,34.33,,ENE,
CXXC1,10/06/2019 01:00 PDT,61.3,35,2.19,76,,0,0.02,66,0,,2.3,,,33.26,,ENE,
CXXC1,10/06/2019 02:00 PDT,62.6,37,5.61,55,,0,0.01,64.99,,,1.8,,,35.82,,NE,
CXXC1,10/06/2019 03:00 PDT,61.7,42,2.59,73,,0,0.03,64,,,2.4,,,38.24,,ENE,
CXXC1,10/06/2019 04:00 PDT,58.8,45,2.3,60,,0,0.04,63,,,1.9,,,37.36,,ENE,
CXXC1,10/06/2019 05:00 PDT,57.6,45,4.61,54,,0,0.03,62.01,,,2.2,,,36.26,,NE,
CXXC1,10/06/2019 06:00 PDT,58.1,37,4.29,54,,0,0.03,61,,,2.1,,,31.79,,NE,
CXXC1,10/06/2019 07:00 PDT,60.1,40,3.49,75,,0,0.04,60.01,,,1.7,,,35.55,,ENE,
CXXC1,10/06/2019 08:00 PDT,59.5,42,3,51,,0,1.08,60.01,,,1.7,,,36.24,,NE,
CXXC1,10/06/2019 09:00 PDT,60.3,34,2.1,61,,0,41.24,59,,,2.7,,,31.65,,ENE,
CXXC1,10/06/2019 10:00 PDT,66.4,32,1.01,203,,0,267.9,63,,,2.2,,,35.53,,SSW,
CXXC1,10/06/2019 11:00 PDT,69.6,28,5.3,68,,0,469.8,69.01,,,2.6,,,34.97,,ENE,
CXXC1,10/06/2019 12:00 PDT,72.7,24,6.69,74,,0,641.2,75.99,,,2.2,,,33.78,,ENE,
CXXC1,10/06/2019 13:00 PDT,74.1,24,8.01,66,,0,762.8,82,,,2.8,,,34.97,,ENE,
CXXC1,10/06/2019 14:00 PDT,77,23,9.31,61,,0,823,89.01,,,3.6,,,36.37,,ENE,
CXXC1,10/06/2019 15:00 PDT,78.6,18,8.1,63,,0,818,91.99,,,3.3,,,31.61,,ENE,
CXXC1,10/06/2019 16:00 PDT,81.5,19,8.41,65,,0,743.2,93.99,,,3.5,,,35.36,,ENE,79.49
CXXC1,10/06/2019 17:00 PDT,81.1,19,8.41,67,,0,605.1,93.99,,,3.6,,,35.02,,ENE,79.8
CXXC1,10/06/2019 18:00 PDT,79.7,21,9.31,66,,0,414.9,91.99,,,3.3,,,36.36,,ENE,
CXXC1,10/06/2019 19:00 PDT,78.4,24,7.49,59,,0,202.7,89.01,,,3.6,,,38.64,,ENE,
CXXC1,10/06/2019 20:00 PDT,74.8,32,8.7,65,,0,23.91,84,,,2.7,,,42.92,,ENE,
CXXC1,10/06/2019 21:00 PDT,70.7,34,7.2,63,,0,0.08,80.01,,,2.9,,,40.87,,ENE,
CXXC1,10/06/2019 22:00 PDT,70.5,31,6.11,58,,0,0.04,77,,,3.3,,,38.33,,ENE,
CXXC1,10/06/2019 23:00 PDT,70.3,31,5.1,55,,0,0.04,75,,,2.2,,,38.15,,NE,
CXXC1,10/07/2019 00:00 PDT,70.7,34,4.81,54,,0,0.03,73,,,2.7,,,40.87,,NE,
CXXC1,10/07/2019 01:00 PDT,69.4,35,2.59,78,,0,0.02,71.01,0,,2.5,,,40.47,,ENE,
CXXC1,10/07/2019 02:00 PDT,69.4,32,6.2,57,,0,0.02,70,,,2.5,,,38.17,,ENE,
CXXC1,10/07/2019 03:00 PDT,70.2,31,4.81,54,,0,0.03,69.01,,,2.3,,,38.06,,NE,
CXXC1,10/07/2019 04:00 PDT,68.9,35,2.1,86,,0,0.03,66.99,,,2.7,,,40.02,,E,
CXXC1,10/07/2019 05:00 PDT,66.9,38,1.01,67,,0,0.02,64.99,,,2.2,,,40.36,,ENE,
CXXC1,10/07/2019 06:00 PDT,66,36,0.69,324,,0,0.03,64,,,1.9,,,38.16,,NW,
CXXC1,10/07/2019 07:00 PDT,68.7,32,5.7,50,,0,0.02,63,,,1.9,,,37.55,,NE,
CXXC1,10/07/2019 08:00 PDT,70.5,26,4.81,60,,0,0.78,63,,,2.4,,,33.89,,ENE,
CXXC1,10/07/2019 09:00 PDT,70.3,20,3.31,79,,0,37.86,63,,,2.2,,,27.28,,E,
CXXC1,10/07/2019 10:00 PDT,75.6,19,5.7,65,,0,269.1,66,,,2.4,,,30.45,,ENE,
CXXC1,10/07/2019 11:00 PDT,78.8,23,5.21,61,,0,470.9,73,,,2.2,,,37.9,,ENE,
CXXC1,10/07/2019 12:00 PDT,80.8,22,3.89,59,,0,638.1,80.01,,,3.1,,,38.46,,ENE,79.61
CXXC1,10/07/2019 13:00 PDT,80.6,22,8.81,60,,0,758.5,86,,,3,,,38.3,,ENE,79.39
CXXC1,10/07/2019 14:00 PDT,81.1,23,10.29,66,,0,819,91.99,,,3.6,,,39.85,,ENE,79.99
CXXC1,10/07/2019 15:00 PDT,81.3,21,11.61,64,,0,808,93.99,,,2.8,,,37.71,,ENE,79.45
CXXC1,10/07/2019 16:00 PDT,82,20,11.41,64,,0,728.9,96.01,,,4.3,,,37.06,,ENE,79.86
CXXC1,10/07/2019 17:00 PDT,82.2,21,12.19,65,,0,589.8,96.01,,,3.8,,,38.46,,ENE,80.05
CXXC1,10/07/2019 18:00 PDT,82,22,11.21,51,,0,402.5,93.99,,,3.3,,,39.48,,NE,79.96
CXXC1,10/07/2019 19:00 PDT,80.1,22,9.19,54,,0,194.1,90,,,3.8,,,37.87,,NE,78.84
CXXC1,10/07/2019 20:00 PDT,77.7,28,8.19,78,,0,23.63,84.99,,,3,,,41.99,,ENE,
CXXC1,10/07/2019 21:00 PDT,74.1,29,3.09,71,,0,0.03,81,,,3.2,,,39.77,,ENE,
CXXC1,10/07/2019 22:00 PDT,70.5,30,3.6,59,,0,0.03,78.01,,,2.5,,,37.49,,ENE,
CXXC1,10/07/2019 23:00 PDT,70.9,28,3.8,56,,0,0.02,75,,,2.5,,,36.09,,NE,
CXXC1,10/08/2019 00:00 PDT,69.1,33,5.79,52,,0,0.01,73,,,3,,,38.69,,NE,
CXXC1,10/08/2019 01:00 PDT,68.4,31,5.1,53,,0,0.02,71.01,0,,2.3,,,36.48,,NE,
CXXC1,10/08/2019 02:00 PDT,69.8,31,5.3,52,,0,0.01,70,,,2.3,,,37.71,,NE,
CXXC1,10/08/2019 03:00 PDT,68.4,34,5.79,48,,0,0.02,69.01,,,2.7,,,38.83,,NE,
CXXC1,10/08/2019 04:00 PDT,68.2,33,4.21,47,,0,0.01,68,,,2.3,,,37.9,,NE,
CXXC1,10/08/2019 05:00 PDT,65.8,37,5.21,47,,0,0,66.99,,,2.5,,,38.68,,NE,
CXXC1,10/08/2019 06:00 PDT,66,36,6.51,52,,0,0.02,66,,,2.4,,,38.16,,NE,
CXXC1,10/08/2019 07:00 PDT,65.8,39,5.21,58,,0,0.01,64.99,,,2,,,40.04,,ENE,
CXXC1,10/08/2019 08:00 PDT,63.9,40,4.99,56,,0,0.76,64,,,2.6,,,38.98,,NE,
CXXC1,10/08/2019 09:00 PDT,64.4,35,4.99,50,,0,38.1,64,,,1.9,,,36.02,,NE,
CXXC1,10/08/2019 10:00 PDT,71.8,28,1.5,107,,0,258.7,66.99,,,2,,,36.87,,ESE,
CXXC1,10/08/2019 11:00 PDT,75.7,26,3,174,,0,463.6,73,,,2.2,,,38.36,,S,
CXXC1,10/08/2019 12:00 PDT,80.6,18,2.59,146,,0,635.6,80.01,,,3.3,,,33.27,,SE,79.21
CXXC1,10/08/2019 13:00 PDT,81.9,18,4.41,51,,0,761.4,87.01,,,2.7,,,34.34,,NE,79.71
CXXC1,10/08/2019 14:00 PDT,82.2,18,5.5,60,,0,821,93.99,,,3.3,,,34.59,,ENE,79.92
CXXC1,10/08/2019 15:00 PDT,83.1,16,7.29,54,,0,810,97,,,3.2,,,32.41,,NE,80.49
CXXC1,10/08/2019 16:00 PDT,83.3,17,8.19,53,,0,727.7,98.01,,,4,,,34.07,,NE,80.66
CXXC1,10/08/2019 17:00 PDT,83.5,20,9.31,54,,0,584.5,98.01,,,4,,,38.31,,NE,80.91
CXXC1,10/08/2019 18:00 PDT,82.4,18,10.2,55,,0,398.2,96.01,,,3.4,,,34.75,,NE,80.06
CXXC1,10/08/2019 19:00 PDT,80.4,21,8.1,44,,0,186,91,,,3.8,,,36.95,,NE,79.13
CXXC1,10/08/2019 20:00 PDT,79.2,24,7.29,60,,0,19.79,87.01,,,3,,,39.32,,ENE,
CXXC1,10/08/2019 21:00 PDT,78.1,24,5.3,58,,0,0.01,82.99,,,2.9,,,38.38,,ENE,
CXXC1,10/08/2019 22:00 PDT,71.4,26,4,57,,0,0.02,79,,,3.6,,,34.66,,ENE,
CXXC1,10/08/2019 23:00 PDT,69.8,28,6.6,45,,0,0.02,75.99,,,2.9,,,35.14,,NE,
CXXC1,10/09/2019 00:00 PDT,70,29,6.11,46,,0,0.02,75,,,3,,,36.2,,NE,
CXXC1,10/09/2019 01:00 PDT,68.9,31,4.09,45,,0,0.02,72,0,,2.6,,,36.92,,NE,
CXXC1,10/09/2019 02:00 PDT,64.9,33,4.99,51,,0,0.02,71.01,,,2.3,,,34.98,,NE,
CXXC1,10/09/2019 03:00 PDT,63.7,32,5.99,48,,0,0.03,70,,,2.3,,,33.15,,NE,
CXXC1,10/09/2019 04:00 PDT,65.1,32,4.99,47,,0,0.02,69.01,,,2.5,,,34.38,,NE,
CXXC1,10/09/2019 05:00 PDT,64,33,4.99,49,,0,0.01,66.99,,,2,,,34.18,,NE,
CXXC1,10/09/2019 06:00 PDT,63,31,4.5,48,,0,0.01,66,,,2,,,31.75,,NE,
CXXC1,10/09/2019 07:00 PDT,63,32,5.3,44,,0,0.02,64.99,,,1.8,,,32.53,,NE,
CXXC1,10/09/2019 08:00 PDT,61.7,36,4.9,45,,0,0.69,64,,,1.8,,,34.33,,NE,
CXXC1,10/09/2019 09:00 PDT,60.4,34,5.3,47,,0,36.5,63,,,1.7,,,31.74,,NE,
CXXC1,10/09/2019 10:00 PDT,70.7,28,1.79,3,,0,263.3,66,,,1.8,,,35.92,,N,
CXXC1,10/09/2019 11:00 PDT,71.4,27,4.5,289,,0,463.4,71.01,,,2.7,,,35.61,,WNW,
CXXC1,10/09/2019 12:00 PDT,72,22,4.41,275,,0,631.7,78.01,,,2.4,,,31.03,,W,
CXXC1,10/09/2019 13:00 PDT,74.8,19,2.01,221,,0,754.9,86,,,2.9,,,29.79,,SW,
CXXC1,10/09/2019 14:00 PDT,78.8,24,4.41,31,,0,813,93,,,3.4,,,38.98,,NNE,
CXXC1,10/09/2019 15:00 PDT,77.4,23,8.81,65,,0,798,95,,,3.9,,,36.71,,ENE,
CXXC1,10/09/2019 16:00 PDT,77.5,26,10,51,,0,723.5,96.01,,,3.7,,,39.91,,NE,
CXXC1,10/09/2019 17:00 PDT,77,27,11.3,61,,0,589.1,95,,,3.2,,,40.45,,ENE,
CXXC1,10/09/2019 18:00 PDT,74.8,26,10.6,45,,0,400.9,91.99,,,3.4,,,37.59,,NE,
CXXC1,10/09/2019 19:00 PDT,72.1,27,10.69,39,,0,183.7,87.01,,,3.5,,,36.21,,NE,
CXXC1,10/09/2019 20:00 PDT,68.9,28,12.3,34,,0,17.77,82,,,2.9,,,34.36,,NE,
CXXC1,10/09/2019 21:00 PDT,66,26,12.71,34,,0,0.04,79,,,2.7,,,30.02,,NE,
CXXC1,10/09/2019 22:00 PDT,63.5,22,12.8,33,,0,0.02,75.99,,,2.8,,,23.85,,NNE,
CXXC1,10/09/2019 23:00 PDT,62.2,24,11.21,36,,0,0.02,73,,,2.6,,,24.82,,NE,
CXXC1,10/10/2019 00:00 PDT,60.3,21,11.79,32,,0,0.02,71.01,,,2.3,,,20.06,,NNE,
CXXC1,10/10/2019 01:00 PDT,58.6,29,10.49,37,,0,0.03,69.01,0,,2.5,,,26.27,,NE,
CXXC1,10/10/2019 02:00 PDT,57,33,10.69,50,,0,0.04,66.99,,,2,,,28,,NE,
CXXC1,10/10/2019 03:00 PDT,56.3,32,4.9,82,,0,0.04,64.99,,,1.8,,,26.63,,E,
CXXC1,10/10/2019 04:00 PDT,54.7,28,2.01,53,,0,0.04,63,,,1.7,,,22.04,,NE,
CXXC1,10/10/2019 05:00 PDT,53.8,29,2.42,1,,0,0.03,62.01,,,2.1,,,22.09,,N,
CXXC1,10/10/2019 06:00 PDT,52.5,29,2.01,165,,0,0.03,60.01,,,2.1,,,20.95,,SSE,
CXXC1,10/10/2019 07:00 PDT,52.2,23,8.1,36,,0,0.04,59,,,2.3,,,15.32,,NE,
CXXC1,10/10/2019 08:00 PDT,51.1,27,2.3,111,,0,0.68,57.99,,,1.5,,,18.07,,ESE,
CXXC1,10/10/2019 09:00 PDT,50.2,21,1.9,76,,0,36.37,57,,,1.8,,,11.57,,ENE,
CXXC1,10/10/2019 10:00 PDT,55,20,6.6,36,,0,256.3,59,,,1.9,,,14.49,,NE,
CXXC1,10/10/2019 11:00 PDT,57.2,20,6.2,35,,0,458.8,64,,,2,,,16.33,,NE,
CXXC1,10/10/2019 12:00 PDT,59.5,18,6.6,60,,0,633.8,71.01,,,2,,,15.83,,ENE,
CXXC1,10/10/2019 13:00 PDT,61.5,15,6.2,77,,0,759.5,78.01,,,2.8,,,13.33,,ENE,
CXXC1,10/10/2019 14:00 PDT,65.1,15,7.81,84,,0,819,84,,,2.7,,,16.25,,E,
CXXC1,10/10/2019 15:00 PDT,66.7,13,12.91,69,,0,810,86,,,2.7,,,14.29,,ENE,
CXXC1,10/10/2019 16:00 PDT,69.3,12,13.8,66,,0,737.8,86,,,2.9,,,14.55,,ENE,
CXXC1,10/10/2019 17:00 PDT,70.5,13,14.09,67,,0,546.3,86,,,3.6,,,17.32,,ENE,
CXXC1,10/10/2019 18:00 PDT,70.9,13,11.61,66,,0,358.8,82.99,,,2.9,,,17.64,,ENE,
CXXC1,10/10/2019 19:00 PDT,68.7,18,10.29,57,,0,131.1,80.01,,,3,,,23.43,,ENE,
CXXC1,10/10/2019 20:00 PDT,64.6,23,10,56,,0,10.7,75.99,,,2,,,25.84,,NE,
CXXC1,10/10/2019 21:00 PDT,61.3,22,5.7,46,,0,0.05,72,,,2.8,,,21.99,,NE,
CXXC1,10/10/2019 22:00 PDT,60.6,24,5.5,45,,0,0.03,69.01,,,2.5,,,23.46,,NE,
CXXC1,10/10/2019 23:00 PDT,59,14,5.3,51,,0,0.03,66.99,,,2.2,,,9.78,,NE,
CXXC1,10/11/2019 00:00 PDT,63.1,16,4.7,91,,0,0.03,64.99,,,1.8,,,16.1,,E,
CXXC1,10/11/2019 01:00 PDT,61.5,7,3.4,110,,0,0.04,63,0,,2,,,-3.02,,ESE,
CXXC1,10/11/2019 02:00 PDT,63.7,6,4.99,92,,0,0.02,62.01,,,2.2,,,-4.53,,E,
CXXC1,10/11/2019 03:00 PDT,63,7,4.61,85,,0,0.04,61,,,2.5,,,-1.9,,E,
CXXC1,10/11/2019 04:00 PDT,62.1,6,6.4,74,,0,0.03,60.01,,,2.3,,,-5.7,,ENE,
CXXC1,10/11/2019 05:00 PDT,61.3,10,8.1,61,,0,0.03,60.01,,,2.3,,,4.28,,ENE,
CXXC1,10/11/2019 06:00 PDT,56.7,9,6.4,54,,0,0.03,57.99,,,1.3,,,-1.48,,NE,
CXXC1,10/11/2019 07:00 PDT,57.2,11,7,55,,0,0.04,57.99,,,1.6,,,3.12,,NE,
CXXC1,10/11/2019 08:00 PDT,57.7,9,4.81,69,,0,0.57,55.99,,,2,,,-0.71,,ENE,
